Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,java:S112:  "Define and throw a dedicated exception instead of using a generic one.",MAJOR,20min,Key: AYWIwoDEqMQIuPs8EWRW Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java - startLine: 196;startOffset: 22;endOffset: 38;endLine: 196,Maintenance (Code Smells)
To-Do,New,Normal,java:S2142:  "Either re-interrupt this method or rethrow the InterruptedException that can be caught here.",MAJOR,15min,Key: AYWIwpP2qMQIuPs8EWRo Path: Analisi-1:plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/HelloWebservice.java - startLine: 96;startOffset: 14;endOffset: 25;endLine: 96,Reliability (Bugs)
To-Do,New,Normal,java:S112:  "Define and throw a dedicated exception instead of using a generic one.",MAJOR,20min,Key: AYWIwpP2qMQIuPs8EWRm Path: Analisi-1:plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/HelloWebservice.java - startLine: 97;startOffset: 22;endOffset: 31;endLine: 97,Maintenance (Code Smells)
To-Do,New,Normal,java:S125:  "This block of commented-out lines of code should be removed.",MAJOR,5min,Key: AYWIwnVJqMQIuPs8EWRQ Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/Plc4xNettyWrapper.java - startLine: 178;startOffset: 30;endOffset: 53;endLine: 178,Maintenance (Code Smells)
To-Do,New,Normal,java:S112:  "Define and throw a dedicated exception instead of using a generic one.",MAJOR,20min,Key: AYWIwn1KqMQIuPs8EWRR Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/CachedDriverManager.java - startLine: 96;startOffset: 22;endOffset: 38;endLine: 96,Maintenance (Code Smells)
To-Do,New,Normal,java:S112:  "Define and throw a dedicated exception instead of using a generic one.",MAJOR,20min,Key: AYWIwn1KqMQIuPs8EWRS Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/CachedDriverManager.java - startLine: 172;startOffset: 30;endOffset: 46;endLine: 172,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable config1.",MAJOR,15min,Key: AYWIwpVtqMQIuPs8EWRq Path: Analisi-1:plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java - startLine: 264;startOffset: 40;endOffset: 50;endLine: 264,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused config1 local variable.",MINOR,5min,Key: AYWIwpVtqMQIuPs8EWRs Path: Analisi-1:plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java - startLine: 264;startOffset: 32;endOffset: 39;endLine: 264,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'org.mockito.internal.stubbing.answers.ThrowsException'.",MINOR,2min,Key: AYWIwpSRqMQIuPs8EWRp Path: Analisi-1:plc4j/transports/test/src/main/java/io/netty/channel/embedded/Plc4xEmbeddedChannel.java - startLine: 23;startOffset: 7;endOffset: 60;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'io.netty.buffer.ByteBuf'.",MINOR,2min,Key: AYU_8-3mAPwTPIF66Tse Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 21;startOffset: 7;endOffset: 30;endLine: 21,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "No need to call toString() method as formatting and string conversion is done by the Formatter.",MAJOR,10min,Key: AYU_8_FZAPwTPIF66Tsm Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java - startLine: 221;startOffset: 31;endOffset: 64;endLine: 221,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'java.text.MessageFormat'.",MINOR,2min,Key: AYU_8_E_APwTPIF66Tsk Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 57;startOffset: 7;endOffset: 30;endLine: 57,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'java.util.logging.LogRecord'.",MINOR,2min,Key: AYU_8_E_APwTPIF66Tsl Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 66;startOffset: 7;endOffset: 34;endLine: 66,Maintenance (Code Smells)
To-Do,New,Normal,java:S1135:  "Complete the task associated to this TODO comment.",INFO,0min,Key: AYU_8_E_APwTPIF66Tsg Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 489;startOffset: 0;endOffset: 37;endLine: 489,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "String contains no format specifiers.",MAJOR,10min,Key: AYU_8_E_APwTPIF66Tsh Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 503;startOffset: 11;endOffset: 81;endLine: 503,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "String contains no format specifiers.",MAJOR,10min,Key: AYU_8_E_APwTPIF66Tsi Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 560;startOffset: 16;endOffset: 84;endLine: 560,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.",CRITICAL,8min,Key: AYU_8_E_APwTPIF66Tsj Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1461;startOffset: 56;endOffset: 63;endLine: 1461,Maintenance (Code Smells)
To-Do,New,Normal,java:S1104:  "Make logger a static final constant or non-public and provide accessors if needed.",MINOR,10min,Key: AYU_8-sjAPwTPIF66Tsc Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/utils/KnxHelper.java - startLine: 29;startOffset: 25;endOffset: 31;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,java:S1444:  "Make this public static logger field final",MINOR,20min,Key: AYU_8-sjAPwTPIF66Tsd Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/utils/KnxHelper.java - startLine: 29;startOffset: 25;endOffset: 31;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "2nd argument is not used.",MAJOR,10min,Key: AYU_8_B6APwTPIF66Tsf Path: Analisi-1:plc4j/drivers/simulated/src/main/java/org/apache/plc4x/java/simulated/connection/SimulatedDevice.java - startLine: 97;startOffset: 16;endOffset: 73;endLine: 97,Maintenance (Code Smells)
To-Do,New,Normal,java:S1135:  "Complete the task associated to this TODO comment.",INFO,0min,Key: AYU_8_qMAPwTPIF66Ttw Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 113;startOffset: 0;endOffset: 128;endLine: 113,Maintenance (Code Smells)
To-Do,New,Normal,java:S2629:  "Invoke method(s) only conditionally.",MAJOR,5min,Key: AYU_8_qMAPwTPIF66Ttv Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 274;startOffset: 33;endOffset: 68;endLine: 274,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYU_8_qMAPwTPIF66Ttx Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 274;startOffset: 33;endOffset: 68;endLine: 274,Maintenance (Code Smells)
To-Do,New,Normal,java:S2629:  "Invoke method(s) only conditionally.",MAJOR,5min,Key: AYU_8_uFAPwTPIF66Tty Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 77;startOffset: 22;endOffset: 68;endLine: 77,Maintenance (Code Smells)
To-Do,New,Normal,java:S2629:  "Invoke method(s) only conditionally.",MAJOR,5min,Key: AYU_8_uFAPwTPIF66Ttz Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 92;startOffset: 21;endOffset: 87;endLine: 92,Maintenance (Code Smells)
To-Do,New,Normal,java:S116:  "Rename this field dupl_tag_def to match the regular expression '^[a-z][a-zA-Z0-9]*$'.",MINOR,2min,Key: AYU_8-M4APwTPIF66TsY Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcSubscriptionRequest.java - startLine: 132;startOffset: 15;endOffset: 27;endLine: 132,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.",CRITICAL,11min,Key: AYU_894IAPwTPIF66TsX Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcValueHandler.java - startLine: 140;startOffset: 27;endOffset: 45;endLine: 140,Maintenance (Code Smells)
To-Do,New,Normal,java:S1130:  "Remove the declaration of thrown exception 'java.lang.IllegalAccessException' as it cannot be thrown from method's body.",MINOR,5min,Key: AYU_8-mGAPwTPIF66Tsa Path: Analisi-1:plc4j/tools/opm/src/main/java/org/apache/plc4x/java/opm/PlcEntityInterceptor.java - startLine: 454;startOffset: 150;endOffset: 172;endLine: 454,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable field.",MAJOR,15min,Key: AYU_8-mGAPwTPIF66TsZ Path: Analisi-1:plc4j/tools/opm/src/main/java/org/apache/plc4x/java/opm/PlcEntityInterceptor.java - startLine: 456;startOffset: 20;endOffset: 59;endLine: 456,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused field local variable.",MINOR,5min,Key: AYU_8-mGAPwTPIF66Tsb Path: Analisi-1:plc4j/tools/opm/src/main/java/org/apache/plc4x/java/opm/PlcEntityInterceptor.java - startLine: 456;startOffset: 14;endOffset: 19;endLine: 456,Maintenance (Code Smells)
To-Do,New,Normal,java:S2629:  "Invoke method(s) only conditionally.",MAJOR,5min,Key: AYU_8_ogAPwTPIF66Ttt Path: Analisi-1:plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/utils/ArpUtils.java - startLine: 319;startOffset: 23;endOffset: 128;endLine: 319,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "%n should be used in place of \n to produce the platform-specific line separator.",MAJOR,10min,Key: AYU_8_ohAPwTPIF66Ttu Path: Analisi-1:plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/utils/ArpUtils.java - startLine: 319;startOffset: 23;endOffset: 128;endLine: 319,Maintenance (Code Smells)
To-Do,New,Normal,java:S2629:  "Invoke method(s) only conditionally.",MAJOR,5min,Key: AYU_8_jyAPwTPIF66Tts Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/manual/ManualTest.java - startLine: 136;startOffset: 28;endOffset: 78;endLine: 136,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'org.slf4j.LoggerFactory'.",MINOR,2min,Key: AYWIwn8KqMQIuPs8EWRT Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/utils/KnxHelper.java - startLine: 25;startOffset: 7;endOffset: 30;endLine: 25,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24kokuBcOoVAaUxe Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 113;startOffset: 17;endOffset: 53;endLine: 113,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24m6kuBcOoVAaUxl Path: Analisi-1:plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java - startLine: 118;startOffset: 53;endOffset: 123;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24m6kuBcOoVAaUxm Path: Analisi-1:plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java - startLine: 119;startOffset: 53;endOffset: 114;endLine: 119,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24m6kuBcOoVAaUxn Path: Analisi-1:plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java - startLine: 122;startOffset: 56;endOffset: 106;endLine: 123,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24rWkuBcOoVAaUxr Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 77;startOffset: 22;endOffset: 68;endLine: 77,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24rWkuBcOoVAaUxs Path: Analisi-1:plc4j/examples/hello-opm/src/main/java/org/apache/plc4x/java/examples/helloopm/HelloOpm.java - startLine: 92;startOffset: 21;endOffset: 87;endLine: 92,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "Format specifiers should be used instead of string concatenation.",MAJOR,10min,Key: AYUL24akkuBcOoVAaUxV Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/manual/ManualTest.java - startLine: 136;startOffset: 28;endOffset: 78;endLine: 136,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'org.apache.plc4x.java.api.types.PlcValueType'.",MINOR,2min,Key: AYTizPbHrw1gdFIeCChf Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/messages/PlcBrowseItem.java - startLine: 22;startOffset: 7;endOffset: 51;endLine: 22,Maintenance (Code Smells)
To-Do,New,Normal,java:S115:  "Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.",CRITICAL,2min,Key: AYTizPeGrw1gdFIeCChi Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/types/PlcValueType.java - startLine: 61;startOffset: 4;endOffset: 10;endLine: 61,Maintenance (Code Smells)
To-Do,New,Normal,java:S115:  "Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.",CRITICAL,2min,Key: AYTizPeGrw1gdFIeCChj Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/types/PlcValueType.java - startLine: 62;startOffset: 4;endOffset: 8;endLine: 62,Maintenance (Code Smells)
To-Do,New,Normal,java:S3655:  "Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.",MAJOR,10min,Key: AYTizP_4rw1gdFIeCCi0 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 653;startOffset: 43;endOffset: 85;endLine: 653,Reliability (Bugs)
To-Do,New,Normal,java:S3655:  "Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.",MAJOR,10min,Key: AYTizP_4rw1gdFIeCCiz Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 952;startOffset: 45;endOffset: 87;endLine: 952,Reliability (Bugs)
To-Do,New,Normal,java:S1135:  "Complete the task associated to this TODO comment.",INFO,0min,Key: AYTizP_4rw1gdFIeCCi8 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 1220;startOffset: 0;endOffset: 78;endLine: 1220,Maintenance (Code Smells)
To-Do,New,Normal,java:S1128:  "Remove this unused import 'org.apache.plc4x.java.api.types.PlcValueType'.",MINOR,2min,Key: AYTizPVmrw1gdFIeCChP Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcBrowseItem.java - startLine: 26;startOffset: 7;endOffset: 51;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,java:S2176:  "Rename this class.",CRITICAL,5min,Key: AYTizPHOrw1gdFIeCChD Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcValueHandler.java - startLine: 33;startOffset: 13;endOffset: 28;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,java:S1604:  "Make this anonymous inner class a lambda",MAJOR,5min,Key: AYTizPoUrw1gdFIeCChr Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/CachedPlcConnection.java - startLine: 194;startOffset: 50;endOffset: 109;endLine: 194,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYTizPiGrw1gdFIeCChk Path: Analisi-1:plc4j/api/src/test/java/org/apache/plc4x/java/api/exceptions/PlcInvalidTagExceptionTest.java - startLine: 32;startOffset: 4;endOffset: 10;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYTizPiGrw1gdFIeCChl Path: Analisi-1:plc4j/api/src/test/java/org/apache/plc4x/java/api/exceptions/PlcInvalidTagExceptionTest.java - startLine: 39;startOffset: 4;endOffset: 10;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,java:S5778:  "Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.",MAJOR,5min,Key: AYTizPiGrw1gdFIeCCho Path: Analisi-1:plc4j/api/src/test/java/org/apache/plc4x/java/api/exceptions/PlcInvalidTagExceptionTest.java - startLine: 40;startOffset: 8;endOffset: 20;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYTizPiGrw1gdFIeCChm Path: Analisi-1:plc4j/api/src/test/java/org/apache/plc4x/java/api/exceptions/PlcInvalidTagExceptionTest.java - startLine: 46;startOffset: 4;endOffset: 10;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,java:S5778:  "Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.",MAJOR,5min,Key: AYTizPiGrw1gdFIeCChp Path: Analisi-1:plc4j/api/src/test/java/org/apache/plc4x/java/api/exceptions/PlcInvalidTagExceptionTest.java - startLine: 47;startOffset: 8;endOffset: 20;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,java:S5786:  "Remove this 'public' modifier.",INFO,2min,Key: AYTizPiGrw1gdFIeCChn Path: Analisi-1:plc4j/api/src/test/java/org/apache/plc4x/java/api/exceptions/PlcInvalidTagExceptionTest.java - startLine: 53;startOffset: 4;endOffset: 10;endLine: 53,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter plcValue.",MINOR,5min,Key: AYXj9yTgu2nwfZg9mt1J Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 180;startOffset: 24;endOffset: 32;endLine: 180,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable plcValue.",MAJOR,15min,Key: AYXj9yTgu2nwfZg9mt1T Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 180;startOffset: 33;endOffset: 59;endLine: 180,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter plcValue.",MINOR,5min,Key: AYXj9yTgu2nwfZg9mt1K Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 189;startOffset: 24;endOffset: 32;endLine: 189,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable plcValue.",MAJOR,15min,Key: AYXj9yTgu2nwfZg9mt1U Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 189;startOffset: 33;endOffset: 87;endLine: 189,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter plcValue.",MINOR,5min,Key: AYXj9yTgu2nwfZg9mt1L Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 191;startOffset: 24;endOffset: 32;endLine: 191,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable plcValue.",MAJOR,15min,Key: AYXj9yTgu2nwfZg9mt1V Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 191;startOffset: 33;endOffset: 131;endLine: 191,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter plcValue.",MINOR,5min,Key: AYXj9yTgu2nwfZg9mt1M Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 201;startOffset: 24;endOffset: 32;endLine: 201,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable plcValue.",MAJOR,15min,Key: AYXj9yTgu2nwfZg9mt1W Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 201;startOffset: 33;endOffset: 131;endLine: 201,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter plcValue.",MINOR,5min,Key: AYXj9yTgu2nwfZg9mt1N Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 203;startOffset: 24;endOffset: 32;endLine: 203,Reliability (Bugs)
