Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable count.",MAJOR,15min,Key: AYU_8_P4APwTPIF66Tth Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 266;startOffset: 12;endOffset: 19;endLine: 266,Maintenance (Code Smells)
To-Do,New,Normal,java:S1121:  "Extract the assignment out of this expression.",MAJOR,5min,Key: AYU_8_P4APwTPIF66Ttc Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 303;startOffset: 29;endOffset: 30;endLine: 303,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable value.",MAJOR,15min,Key: AYU_8_P4APwTPIF66Tti Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 303;startOffset: 29;endOffset: 83;endLine: 303,Maintenance (Code Smells)
To-Do,New,Normal,java:S1121:  "Extract the assignment out of this expression.",MAJOR,5min,Key: AYU_8_P4APwTPIF66Ttd Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 327;startOffset: 20;endOffset: 21;endLine: 327,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable value.",MAJOR,15min,Key: AYU_8_P4APwTPIF66Ttj Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 327;startOffset: 20;endOffset: 74;endLine: 327,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.",CRITICAL,8min,Key: AYU_8_P4APwTPIF66Ttk Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 330;startOffset: 20;endOffset: 32;endLine: 330,Maintenance (Code Smells)
To-Do,New,Normal,java:S1121:  "Extract the assignment out of this expression.",MAJOR,5min,Key: AYU_8_P4APwTPIF66Tte Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 376;startOffset: 21;endOffset: 22;endLine: 376,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable value.",MAJOR,15min,Key: AYU_8_P4APwTPIF66Ttl Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 376;startOffset: 21;endOffset: 74;endLine: 376,Maintenance (Code Smells)
To-Do,New,Normal,java:S1121:  "Extract the assignment out of this expression.",MAJOR,5min,Key: AYU_8_P4APwTPIF66Ttf Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 400;startOffset: 21;endOffset: 22;endLine: 400,Maintenance (Code Smells)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable value.",MAJOR,15min,Key: AYU_8_P4APwTPIF66Ttm Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 400;startOffset: 21;endOffset: 75;endLine: 400,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.",CRITICAL,6min,Key: AYU_8_P4APwTPIF66Ttn Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 403;startOffset: 20;endOffset: 32;endLine: 403,Maintenance (Code Smells)
To-Do,New,Normal,java:S1172:  "Remove this unused method parameter response.",MAJOR,5min,Key: AYU_8_P4APwTPIF66Ttp Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 403;startOffset: 69;endOffset: 77;endLine: 403,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter responseCode.",MINOR,5min,Key: AYU_8_P4APwTPIF66Ttg Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 441;startOffset: 12;endOffset: 24;endLine: 441,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable responseCode.",MAJOR,15min,Key: AYU_8_P4APwTPIF66Tto Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/protocol/OpcuaProtocolLogic.java - startLine: 441;startOffset: 25;endOffset: 54;endLine: 441,Maintenance (Code Smells)
To-Do,New,Normal,java:S125:  "This block of commented-out lines of code should be removed.",MAJOR,5min,Key: AYU_8_MPAPwTPIF66Ttb Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/protocol/S7ProtocolLogic.java - startLine: 364;startOffset: 14;endOffset: 93;endLine: 364,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 52 to the 15 allowed.",CRITICAL,42min,Key: AYU_8_KiAPwTPIF66TtR Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1475;startOffset: 25;endOffset: 43;endLine: 1475,Maintenance (Code Smells)
To-Do,New,Normal,java:S1481:  "Remove this unused value local variable.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtS Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1494;startOffset: 13;endOffset: 18;endLine: 1494,Maintenance (Code Smells)
To-Do,New,Normal,java:S3776:  "Refactor this method to reduce its Cognitive Complexity from 48 to the 15 allowed.",CRITICAL,38min,Key: AYU_8_KiAPwTPIF66TtT Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1602;startOffset: 25;endOffset: 40;endLine: 1602,Maintenance (Code Smells)
To-Do,New,Normal,java:S1172:  "Remove this unused method parameter bytebuf.",MAJOR,5min,Key: AYU_8_KiAPwTPIF66TtV Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1686;startOffset: 45;endOffset: 52;endLine: 1686,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsn Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1688;startOffset: 12;endOffset: 20;endLine: 1688,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable strOut.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66TtU Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1689;startOffset: 19;endOffset: 66;endLine: 1689,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tso Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1694;startOffset: 12;endOffset: 17;endLine: 1694,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsp Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1696;startOffset: 12;endOffset: 20;endLine: 1696,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsq Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1698;startOffset: 12;endOffset: 17;endLine: 1698,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsr Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1699;startOffset: 12;endOffset: 20;endLine: 1699,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tss Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1701;startOffset: 12;endOffset: 17;endLine: 1701,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tst Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1702;startOffset: 12;endOffset: 20;endLine: 1702,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsu Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1704;startOffset: 12;endOffset: 17;endLine: 1704,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsv Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1705;startOffset: 12;endOffset: 20;endLine: 1705,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable strOut.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66TtW Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1707;startOffset: 15;endOffset: 62;endLine: 1707,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsw Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1711;startOffset: 12;endOffset: 17;endLine: 1711,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsx Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1713;startOffset: 12;endOffset: 20;endLine: 1713,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsy Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1715;startOffset: 12;endOffset: 17;endLine: 1715,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Tsz Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1716;startOffset: 12;endOffset: 20;endLine: 1716,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts0 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1718;startOffset: 12;endOffset: 17;endLine: 1718,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts1 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1719;startOffset: 12;endOffset: 20;endLine: 1719,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts2 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1721;startOffset: 12;endOffset: 17;endLine: 1721,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts3 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1722;startOffset: 12;endOffset: 20;endLine: 1722,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable strOut.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66TtX Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1724;startOffset: 15;endOffset: 62;endLine: 1724,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts4 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1728;startOffset: 12;endOffset: 17;endLine: 1728,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts5 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1730;startOffset: 12;endOffset: 20;endLine: 1730,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts6 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1732;startOffset: 12;endOffset: 17;endLine: 1732,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts7 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1733;startOffset: 12;endOffset: 20;endLine: 1733,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts8 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1735;startOffset: 12;endOffset: 17;endLine: 1735,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts9 Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1736;startOffset: 12;endOffset: 20;endLine: 1736,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts- Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1738;startOffset: 12;endOffset: 17;endLine: 1738,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66Ts_ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1739;startOffset: 12;endOffset: 20;endLine: 1739,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable strOut.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66TtY Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1741;startOffset: 15;endOffset: 62;endLine: 1741,Maintenance (Code Smells)
To-Do,New,Normal,java:S4144:  "Update this method so that its implementation is not identical to caseXRefactor on line 1726.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66TtQ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1743;startOffset: 23;endOffset: 36;endLine: 1743,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtA Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1745;startOffset: 12;endOffset: 17;endLine: 1745,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtB Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1747;startOffset: 12;endOffset: 20;endLine: 1747,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtC Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1749;startOffset: 12;endOffset: 17;endLine: 1749,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtD Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1750;startOffset: 12;endOffset: 20;endLine: 1750,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtE Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1752;startOffset: 12;endOffset: 17;endLine: 1752,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtF Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1753;startOffset: 12;endOffset: 20;endLine: 1753,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtG Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1755;startOffset: 12;endOffset: 17;endLine: 1755,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtH Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1756;startOffset: 12;endOffset: 20;endLine: 1756,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable strOut.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66TtZ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1758;startOffset: 15;endOffset: 62;endLine: 1758,Maintenance (Code Smells)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtI Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1762;startOffset: 24;endOffset: 29;endLine: 1762,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtJ Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1764;startOffset: 24;endOffset: 32;endLine: 1764,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtK Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1766;startOffset: 24;endOffset: 29;endLine: 1766,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtL Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1767;startOffset: 24;endOffset: 32;endLine: 1767,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtM Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1769;startOffset: 24;endOffset: 29;endLine: 1769,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtN Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1770;startOffset: 24;endOffset: 32;endLine: 1770,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter value.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtO Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1772;startOffset: 24;endOffset: 29;endLine: 1772,Reliability (Bugs)
To-Do,New,Normal,java:S1226:  "Introduce a new variable instead of reusing the parameter strField.",MINOR,5min,Key: AYU_8_KiAPwTPIF66TtP Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1773;startOffset: 24;endOffset: 32;endLine: 1773,Reliability (Bugs)
To-Do,New,Normal,java:S1854:  "Remove this useless assignment to local variable strOut.",MAJOR,15min,Key: AYU_8_KiAPwTPIF66Tta Path: Analisi-1:plc4j/drivers/s7/src/main/java/org/apache/plc4x/java/s7/readwrite/utils/StaticHelper.java - startLine: 1775;startOffset: 27;endOffset: 74;endLine: 1775,Maintenance (Code Smells)
To-Do,New,Normal,java:S3457:  "2nd argument is not used.",MAJOR,10min,Key: AYU_8_B6APwTPIF66Tsf Path: Analisi-1:plc4j/drivers/simulated/src/main/java/org/apache/plc4x/java/simulated/connection/SimulatedDevice.java - startLine: 97;startOffset: 16;endOffset: 73;endLine: 97,Maintenance (Code Smells)
To-Do,New,Normal,java:S1135:  "Complete the task associated to this TODO comment.",INFO,0min,Key: AYU_8_qMAPwTPIF66Ttw Path: Analisi-1:plc4j/examples/hello-cloud-google/src/main/java/org/apache/plc4x/java/examples/cloud/google/S7PlcToGoogleIoTCoreSample.java - startLine: 113;startOffset: 0;endOffset: 128;endLine: 113,Maintenance (Code Smells)
