Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S5976:  ""Replace these 6 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xhz Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 661;startOffset: 13;endOffset: 39;endLine: 661,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 3 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xiA Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 1383;startOffset: 17;endOffset: 33;endLine: 1383,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 7 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xiB Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 1419;startOffset: 21;endOffset: 37;endLine: 1419,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 4 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xiC Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 1784;startOffset: 17;endOffset: 35;endLine: 1784,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 3 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xiD Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 1848;startOffset: 17;endOffset: 35;endLine: 1848,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 3 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xiE Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 1906;startOffset: 17;endOffset: 27;endLine: 1906,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 4 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_0zLdrJGM29xiF Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/ReferenceTest.java - startLine: 2007;startOffset: 21;endOffset: 31;endLine: 2007,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5786:  ""Remove this 'public' modifier.""",INFO,2min,Key: AYRYwJ_5zLdrJGM29xiG Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 33;startOffset: 0;endOffset: 6;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 8 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiH Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 47;startOffset: 9;endOffset: 23;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 6 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiI Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 79;startOffset: 9;endOffset: 25;endLine: 79,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 3 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiJ Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 167;startOffset: 9;endOffset: 22;endLine: 167,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 7 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiK Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 229;startOffset: 9;endOffset: 20;endLine: 229,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1607:  ""Either add an explanation about why this test is skipped or remove the @Disabled annotation.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiL Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 47;startOffset: 9;endOffset: 23;endLine: 47,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1607:  ""Either add an explanation about why this test is skipped or remove the @Disabled annotation.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiM Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 205;startOffset: 9;endOffset: 12;endLine: 205,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5976:  ""Replace these 4 tests with a single Parameterized one.""",MAJOR,10min,Key: AYRYwJ_5zLdrJGM29xiN Path: Analisi-1:plc4j/drivers/c-bus/src/test/java/org/apache/plc4x/java/cbus/RandomPackagesTest.java - startLine: 408;startOffset: 13;endOffset: 24;endLine: 408,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ_9zLdrJGM29xiO Path: Analisi-1:plc4j/drivers/c-bus/src/main/java/org/apache/plc4x/java/cbus/CBusDriver.java - startLine: 86;startOffset: 0;endOffset: 97;endLine: 86,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable size.""",MINOR,2min,Key: AYRYwJ_fzLdrJGM29xhG Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/EIPDriver.java - startLine: 102;startOffset: 27;endOffset: 79;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1301:  ""Replace this switch statement by if statements to increase readability.""",MINOR,5min,Key: AYRYwJ_jzLdrJGM29xhH Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 629;startOffset: 8;endOffset: 14;endLine: 629,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1488:  ""Immediately return this expression instead of assigning it to the temporary variable requestPathSize.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhI Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 131;startOffset: 31;endOffset: 54;endLine: 131,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'EipConnectionRequest.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhJ Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 80;startOffset: 21;endOffset: 23;endLine: 80,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1602:  ""Remove useless curly braces around statement and then remove useless return keyword""",MINOR,5min,Key: AYRYwJ_jzLdrJGM29xhK Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 188;startOffset: 28;endOffset: 29;endLine: 188,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhL Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 231;startOffset: 25;endOffset: 27;endLine: 231,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::cast'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhM Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 234;startOffset: 26;endOffset: 28;endLine: 234,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'MultipleServiceResponse.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhN Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 235;startOffset: 67;endOffset: 69;endLine: 235,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'MultipleServiceResponse.class::cast'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhO Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 236;startOffset: 26;endOffset: 28;endLine: 236,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhP Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 255;startOffset: 25;endOffset: 27;endLine: 255,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::cast'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhQ Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 258;startOffset: 26;endOffset: 28;endLine: 258,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipReadResponse.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhR Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 259;startOffset: 67;endOffset: 69;endLine: 259,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipReadResponse.class::cast'.""",MINOR,2min,Key: AYRYwJ_jzLdrJGM29xhS Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 260;startOffset: 26;endOffset: 28;endLine: 260,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 28 to the 15 allowed.""",CRITICAL,18min,Key: AYRYwJ_jzLdrJGM29xhT Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 270;startOffset: 24;endOffset: 42;endLine: 270,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable serviceBuf.""",MAJOR,15min,Key: AYRYwJ_jzLdrJGM29xhU Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 302;startOffset: 38;endOffset: 165;endLine: 302,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused serviceBuf local variable.""",MINOR,5min,Key: AYRYwJ_jzLdrJGM29xhV Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 302;startOffset: 27;endOffset: 37;endLine: 302,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ_kzLdrJGM29xha Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 381;startOffset: 0;endOffset: 90;endLine: 381,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.""",CRITICAL,7min,Key: AYRYwJ_kzLdrJGM29xhc Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 432;startOffset: 47;endOffset: 52;endLine: 432,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::cast'.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhd Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 483;startOffset: 61;endOffset: 63;endLine: 483,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhe Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 483;startOffset: 25;endOffset: 27;endLine: 483,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhf Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 528;startOffset: 25;endOffset: 27;endLine: 528,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'CipRRData.class::cast'.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhg Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 531;startOffset: 26;endOffset: 28;endLine: 531,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'MultipleServiceResponse.class::isInstance'.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhh Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 532;startOffset: 67;endOffset: 69;endLine: 532,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1612:  ""Replace this lambda with method reference 'MultipleServiceResponse.class::cast'.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhi Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 533;startOffset: 26;endOffset: 28;endLine: 533,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.""",CRITICAL,7min,Key: AYRYwJ_kzLdrJGM29xhj Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 544;startOffset: 24;endOffset: 43;endLine: 544,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable serviceBuf.""",MAJOR,15min,Key: AYRYwJ_kzLdrJGM29xhl Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 566;startOffset: 38;endOffset: 156;endLine: 566,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused serviceBuf local variable.""",MINOR,5min,Key: AYRYwJ_kzLdrJGM29xho Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 566;startOffset: 27;endOffset: 37;endLine: 566,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused plcValue local variable.""",MINOR,5min,Key: AYRYwJ_kzLdrJGM29xhq Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 579;startOffset: 25;endOffset: 33;endLine: 579,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1172:  ""Remove this unused method parameter elements.""",MAJOR,5min,Key: AYRYwJ_kzLdrJGM29xhr Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 591;startOffset: 75;endOffset: 83;endLine: 591,Maintenance (Code Smells)
To-Do,New,Normal,"java:S125:  ""This block of commented-out lines of code should be removed.""",MAJOR,5min,Key: AYRYwJ_kzLdrJGM29xhs Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 592;startOffset: 10;endOffset: 99;endLine: 592,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ_kzLdrJGM29xht Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 628;startOffset: 0;endOffset: 27;endLine: 628,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.""",CRITICAL,7min,Key: AYRYwJ_kzLdrJGM29xhW Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 338;startOffset: 21;endOffset: 34;endLine: 338,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable index.""",MAJOR,15min,Key: AYRYwJ_kzLdrJGM29xhX Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 377;startOffset: 34;endOffset: 51;endLine: 377,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1659:  ""Declare STRING_DATA_OFFSET on a separate line.""",MINOR,2min,Key: AYRYwJ_kzLdrJGM29xhY Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 339;startOffset: 41;endOffset: 59;endLine: 339,Maintenance (Code Smells)
To-Do,New,Normal,"java:S128:  ""End this switch case with an unconditional break return or throw statement.""",BLOCKER,10min,Key: AYRYwJ_kzLdrJGM29xhZ Path: Analisi-1:plc4j/drivers/eip/src/main/java/org/apache/plc4x/java/eip/readwrite/protocol/EipProtocolLogic.java - startLine: 370;startOffset: 20;endOffset: 32;endLine: 370,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1854:  ""Remove this useless assignment to local variable pkiDir.""",MAJOR,15min,Key: AYRYwJ--zLdrJGM29xg3 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 208;startOffset: 20;endOffset: 93;endLine: 208,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1481:  ""Remove this unused pkiDir local variable.""",MINOR,5min,Key: AYRYwJ--zLdrJGM29xg4 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 208;startOffset: 13;endOffset: 19;endLine: 208,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.opcua.protocol.OpcuaProtocolLogic'.""",MINOR,2min,Key: AYRYwJ--zLdrJGM29xg5 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 24;startOffset: 7;endOffset: 62;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.spi.configuration.annotations.defaults.IntDefaultValue'.""",MINOR,2min,Key: AYRYwJ--zLdrJGM29xg6 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 29;startOffset: 7;endOffset: 83;endLine: 29,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOException'.""",MINOR,2min,Key: AYRYwJ--zLdrJGM29xg7 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 39;startOffset: 7;endOffset: 26;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.nio.file.Path'.""",MINOR,2min,Key: AYRYwJ--zLdrJGM29xg8 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 41;startOffset: 7;endOffset: 25;endLine: 41,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.security.cert.CertificateException'.""",MINOR,2min,Key: AYRYwJ--zLdrJGM29xg9 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java - startLine: 43;startOffset: 7;endOffset: 46;endLine: 43,Maintenance (Code Smells)
To-Do,New,Normal,"java:S6397:  ""Replace this character class by the character itself.""",MAJOR,5min,Key: AYRYwJ-3zLdrJGM29xg0 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/OpcuaPlcDriver.java - startLine: 54;startOffset: 104;endOffset: 105;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1161:  ""Add the @Override annotation above this method signature""",MAJOR,5min,Key: AYRYwJ-3zLdrJGM29xg1 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/OpcuaPlcDriver.java - startLine: 124;startOffset: 22;endOffset: 45;endLine: 124,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.""",CRITICAL,6min,Key: AYRYwJ-3zLdrJGM29xg2 Path: Analisi-1:plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/OpcuaPlcDriver.java - startLine: 139;startOffset: 25;endOffset: 38;endLine: 139,Maintenance (Code Smells)
