Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:479,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/ads/src/main/java/org/apache/plc4x/protocol/ads/ADSProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:44,Security (Vulnerabilities)
To-Do,New,Normal,07991774-F86A-4A10-B7D9-666AF337F943: Insecure Randomness,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:99,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java:115,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/socketcan/src/main/java/org/apache/plc4x/protocol/socketcan/SocketCANProtocol.java:38,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:480,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,plc4j/drivers/bacnet/src/main/java/org/apache/plc4x/java/bacnetip/ede/EdeParser.java:92,Security (Vulnerabilities)
To-Do,New,Normal,6DEAABAF-72E9-4AD6-8903-0EB8E858CB89: Unreleased Resource: Sockets,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:109,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/plc4x/src/main/java/org/apache/plc4x/protocol/plc4x/v0/Plc4xProtocol.java:51,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:360,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/RawSocketChannel.java:141,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/firmata/src/main/java/org/apache/plc4x/protocol/firmata/FirmataProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/tools/opm/src/main/java/org/apache/plc4x/java/opm/PlcEntityInterceptor.java:391,Security (Vulnerabilities)
To-Do,New,Normal,93A88C53-D00C-4A86-9747-D9A0B3176085: XML External Entity Injection,High,,plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/ets/EtsParser.java:138,Security (Vulnerabilities)
To-Do,New,Normal,410586B4-5269-4727-8289-1BAF5FF376A3: Privacy Violation: Heap Inspection,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:88,Security (Vulnerabilities)
To-Do,New,Normal,410586B4-5269-4727-8289-1BAF5FF376A3: Privacy Violation: Heap Inspection,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:94,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/opcua/src/main/java/org/apache/plc4x/protocol/opcua/OpcuaProtocol.java:47,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/knxnetip/src/main/java/org/apache/plc4x/protocol/knxnetip/KnxNetIpProtocol.java:44,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:253,Security (Vulnerabilities)
To-Do,New,Normal,3832F028-1D78-4AFB-A36E-9DF051D1A93B: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:120,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/HelloWebservice.java:161,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/RawSocketChannel.java:142,Security (Vulnerabilities)
To-Do,New,Normal,95F9EA0B-914F-4001-939A-5BBD715623EA: Weak XML Schema: Lax Processing,High,,plc4j/utils/test-utils/src/main/resources/schemas/parser-serializer-testsuite.xsd:63,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:222,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:166,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:53,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:215,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:255,Security (Vulnerabilities)
To-Do,New,Normal,49D75ADD-4BBD-49B9-AAF2-92B9BAB332FE: Insecure Randomness,High,,plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/cbus/protocol/CBusServerAdapter.java:479,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:481,Security (Vulnerabilities)
To-Do,New,Normal,DBB5D0ED-E29D-4E81-8F21-43672B2C677E: Insecure Randomness,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:98,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:209,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java:109,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/utils/ArpUtils.java:77,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/drivers/mock/src/main/java/org/apache/plc4x/java/mock/connection/MockConnection.java:86,Security (Vulnerabilities)
To-Do,New,Normal,08E4F5E1-A37C-4E47-BCAC-74CF7D637623: Unreleased Resource: Synchronization,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java:413,Security (Vulnerabilities)
To-Do,New,Normal,08E4F5E1-A37C-4E47-BCAC-74CF7D637623: Unreleased Resource: Synchronization,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java:429,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/discovery/ProfinetPlcDiscoverer.java:187,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java:62,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:241,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:63,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java:218,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/context/CertificateGenerator.java:105,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java:993,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/utils/ArpUtils.java:152,Security (Vulnerabilities)
To-Do,New,Normal,788E3752-66EE-4EE0-8C5D-9F24DBBECEE1: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:239,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,code-generation/protocol-test/src/main/java/org/apache/plc4x/protocol/test/TestProtocol.java:39,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/CertificateGenerator.java:99,Security (Vulnerabilities)
To-Do,New,Normal,57E7AB18-082F-4C18-8DE1-4115DB3917A3: Insecure Randomness,High,,plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/cbus/protocol/CBusServerAdapter.java:658,Security (Vulnerabilities)
To-Do,New,Normal,F4D6095E-E5F9-49D8-A82B-F2390C75209B: Weak XML Schema: Type Any,High,,plc4j/utils/test-utils/src/main/resources/schemas/parser-serializer-testsuite.xsd:63,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java:833,Security (Vulnerabilities)
To-Do,New,Normal,DD48C0E5-3651-4DF1-9BE8-EB989C64E33A: Password Management: Hardcoded Password,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/SecureChannel.java:68,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java:261,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/driver-testsuite.xsd:50,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/driver-testsuite.xsd:68,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/driver-testsuite.xsd:84,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/driver-testsuite.xsd:93,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/driver-testsuite.xsd:133,Security (Vulnerabilities)
To-Do,New,Normal,B32F92AC-9605-0987-E73B-CCB28279AA24: Null Dereference,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/CertificateGenerator.java:58,Security (Vulnerabilities)
To-Do,New,Normal,AD91C532-92A1-4988-9CDF-2A0A0FD16758: Password Management: Hardcoded Password,High,,plc4j/drivers/bacnet/target/generated-sources/plc4x/org/apache/plc4x/java/bacnetip/readwrite/BACnetConstructedDataRequired.java:100,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/transports/serial/src/main/java/org/apache/plc4x/java/transport/serial/SerialChannel.java:609,Security (Vulnerabilities)
To-Do,New,Normal,B32F92AC-9605-0987-E73B-CCB28279AA24: Null Dereference,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/backend/Plc4xCommunication.java:290,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/config/OpcuaConfiguration.java:215,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/discovery/AdsPlcDiscoverer.java:136,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/knxnetip/src/main/java/org/apache/plc4x/protocol/knxnetip/KnxNetIpProtocol.java:47,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/context/CertificateGenerator.java:105,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/genericcan/src/main/java/org/apache/plc4x/protocol/genericcan/GenericCANProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/WriteBufferByteBased.java:311,Security (Vulnerabilities)
To-Do,New,Normal,93A88C53-D00C-4A86-9747-D9A0B3176085: XML External Entity Injection,High,,plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/ets/EtsParser.java:112,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/ab-eth/src/main/java/org/apache/plc4x/protocol/abeth/ABETHProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:218,Security (Vulnerabilities)
To-Do,New,Normal,823FE039-A7FE-4AAD-B976-9EC53FFE4A59: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/configuration/PasswordConfiguration.java:64,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/opcua/src/main/java/org/apache/plc4x/protocol/opcua/OpcuaProtocol.java:53,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/bacnetip/src/main/java/org/apache/plc4x/protocol/bacnetip/BacNetIpProtocol.java:66,Security (Vulnerabilities)
To-Do,New,Normal,823FE039-A7FE-4AAD-B976-9EC53FFE4A59: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:213,Security (Vulnerabilities)
To-Do,New,Normal,823FE039-A7FE-4AAD-B976-9EC53FFE4A59: Path Manipulation,High,,plc4j/examples/hello-connectivity-mqtt/src/main/java/org/apache/plc4x/java/examples/connectivity/mqtt/MqttConnector.java:60,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/profinet/src/main/java/org/apache/plc4x/protocol/profinet/ProfinetProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/RawSocketChannel.java:141,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/eip/src/main/java/org/apache/plc4x/protocol/eip/EipProtocol.java:37,Security (Vulnerabilities)
To-Do,New,Normal,74714BFC-EDF7-445B-8672-0996214D5845: Unreleased Resource: Streams,High,,protocols/opcua/src/main/java/org/apache/plc4x/protocol/opcua/OpcuaProtocol.java:44,Security (Vulnerabilities)
To-Do,New,Normal,9667C493-BADE-4668-87D9-BF3CCA799FD9: Log Forging,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:250,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:271,Security (Vulnerabilities)
To-Do,New,Normal,788E3752-66EE-4EE0-8C5D-9F24DBBECEE1: Path Manipulation,High,,plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java:220,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/parser-serializer-testsuite.xsd:48,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/parser-serializer-testsuite.xsd:62,Security (Vulnerabilities)
To-Do,New,Normal,F7135003-B1E9-4B90-A0F0-6D1B233C021E: Weak XML Schema: Unbounded Occurrences,High,,plc4j/utils/test-utils/src/main/resources/schemas/parser-serializer-testsuite.xsd:78,Security (Vulnerabilities)
To-Do,New,Normal,D8E9ED3B-22EC-4CBA-98C8-7C67F73CCF4C: Portability Flaw: Locale Dependent Comparison,High,,plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/ReadBufferByteBased.java:395,Security (Vulnerabilities)
To-Do,New,Normal,5B98B5CF-09F8-4C43-ABC1-7768DA6E3B82: Dynamic Code Evaluation: Unsafe Deserialization,High,,plc4j/drivers/mock/src/main/java/org/apache/plc4x/java/mock/protocol/Plc4XSupportedDataTypes.java:209,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java:113,Security (Vulnerabilities)
To-Do,New,Normal,08C47B0A-C83B-4B1B-8BDD-6BF44F9AE58A: Access Specifier Manipulation,High,,plc4j/tools/opm/src/main/java/org/apache/plc4x/java/opm/PlcEntityInterceptor.java:458,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/opcua/src/main/java/org/apache/plc4x/java/opcua/context/CertificateGenerator.java:99,Security (Vulnerabilities)
To-Do,New,Normal,C7D64877-9D39-40E0-9510-5B7051F6E778: Often Misused: Authentication,High,,plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/discovery/ProfinetPlcDiscoverer.java:186,Security (Vulnerabilities)
