Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3b6r4kLSu96nONb Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/JobConfigurationClassicImplBuilder.java - startLine: 32;startOffset: 13;endOffset: 47;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3eHr4kLSu96nONe Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/ScraperImpl.java - startLine: 49;startOffset: 13;endOffset: 24;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3Inr4kLSu96nONa Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/AbstractPlcConnection.java - startLine: 61;startOffset: 14;endOffset: 35;endLine: 61,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3vzr4kLSu96nONk Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 50;startOffset: 13;endOffset: 31;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt4byr4kLSu96nONx Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/terms/WildcardTerm.java - startLine: 27;startOffset: 13;endOffset: 25;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOError'.""",MINOR,2min,Key: AYbXt3sQr4kLSu96nONi Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/base/protocol/ModbusProtocolLogic.java - startLine: 36;startOffset: 7;endOffset: 22;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOException'.""",MINOR,2min,Key: AYbXt35Xr4kLSu96nONl Path: Analisi-1:plc4j/drivers/plc4x/src/main/java/org/apache/plc4x/java/plc4x/protocol/Plc4xProtocolLogic.java - startLine: 37;startOffset: 7;endOffset: 26;endLine: 37,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOException'.""",MINOR,2min,Key: AYbXt3sQr4kLSu96nONj Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/base/protocol/ModbusProtocolLogic.java - startLine: 37;startOffset: 7;endOffset: 26;endLine: 37,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOException'.""",MINOR,2min,Key: AYbXt4Jjr4kLSu96nONo Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/cbus/protocol/CBusServerAdapter.java - startLine: 28;startOffset: 7;endOffset: 26;endLine: 28,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt3sQr4kLSu96nONh Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/base/protocol/ModbusProtocolLogic.java - startLine: 21;startOffset: 7;endOffset: 66;endLine: 21,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt4NZr4kLSu96nONr Path: Analisi-1:plc4j/examples/hello-world-plc4x-write/src/main/java/org/apache/plc4x/java/examples/helloplc4x/write/HelloPlc4xWrite.java - startLine: 23;startOffset: 7;endOffset: 66;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt4PCr4kLSu96nONs Path: Analisi-1:plc4j/examples/hello-world-plc4x-subscribe/src/main/java/org/apache/plc4x/java/examples/helloplc4x/subscribe/HelloPlc4xSubscription.java - startLine: 23;startOffset: 7;endOffset: 66;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt4Q2r4kLSu96nONt Path: Analisi-1:plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/HelloWebservice.java - startLine: 32;startOffset: 7;endOffset: 66;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.spi.generation.ParseException'.""",MINOR,2min,Key: AYbXt3Cnr4kLSu96nONY Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/fields/FieldReaderVirtual.java - startLine: 22;startOffset: 7;endOffset: 58;endLine: 22,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.plugins.codegenerator.language.mspec.model.terms.WildcardTerm'.""",MINOR,2min,Key: AYbXt4d7r4kLSu96nONy Path: Analisi-1:code-generation/language-base-freemarker/src/main/java/org/apache/plc4x/plugins/codegenerator/protocol/freemarker/BaseFreemarkerLanguageTemplateHelper.java - startLine: 26;startOffset: 7;endOffset: 85;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.bouncycastle.cert.CertException'.""",MINOR,2min,Key: AYbXt4Ckr4kLSu96nONn Path: Analisi-1:plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java - startLine: 40;startOffset: 7;endOffset: 42;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'java.io.IOException' as it cannot be thrown from constructor's body.""",MINOR,5min,Key: AYbXt3-6r4kLSu96nONm Path: Analisi-1:plc4j/integrations/apache-nifi/nifi-plc4x-processors/src/main/java/org/apache/plc4x/nifi/record/RecordPlc4xWriter.java - startLine: 154;startOffset: 136;endOffset: 147;endLine: 154,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'org.apache.plc4x.java.spi.generation.ParseException' as it cannot be thrown from method's body.""",MINOR,5min,Key: AYbXt3Bwr4kLSu96nONW Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/fields/FieldReaderFactory.java - startLine: 141;startOffset: 137;endOffset: 151;endLine: 141,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1130:  ""Remove the declaration of thrown exception 'org.apache.plc4x.java.spi.generation.ParseException' as it cannot be thrown from method's body.""",MINOR,5min,Key: AYRYwJzwzLdrJGM29xEB Path: Analisi-1:plc4j/drivers/canopen/src/main/java/org/apache/plc4x/java/canopen/protocol/CANOpenProtocolLogic.java - startLine: 157;startOffset: 75;endOffset: 89;endLine: 157,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYbXt25Hr4kLSu96nONU Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/generation/WriteBufferByteBased.java - startLine: 65;startOffset: 18;endOffset: 26;endLine: 65,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYbXt3cIr4kLSu96nONc Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/JobConfiguration.java - startLine: 36;startOffset: 17;endOffset: 27;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYbXt3Inr4kLSu96nONZ Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/AbstractPlcConnection.java - startLine: 61;startOffset: 14;endOffset: 35;endLine: 61,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYbXt4eLr4kLSu96nON0 Path: Analisi-1:code-generation/language-base-freemarker/src/main/java/org/apache/plc4x/plugins/codegenerator/protocol/freemarker/FreemarkerLanguageTemplateHelper.java - startLine: 36;startOffset: 11;endOffset: 46;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYbXt4eLr4kLSu96nON1 Path: Analisi-1:code-generation/language-base-freemarker/src/main/java/org/apache/plc4x/plugins/codegenerator/protocol/freemarker/FreemarkerLanguageTemplateHelper.java - startLine: 42;startOffset: 11;endOffset: 39;endLine: 42,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYbXt4eLr4kLSu96nONz Path: Analisi-1:code-generation/language-base-freemarker/src/main/java/org/apache/plc4x/plugins/codegenerator/protocol/freemarker/FreemarkerLanguageTemplateHelper.java - startLine: 30;startOffset: 11;endOffset: 38;endLine: 30,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwJ1jzLdrJGM29xE_ Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 50;startOffset: 13;endOffset: 31;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwJppzLdrJGM29w97 Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/fields/FieldReaderFactory.java - startLine: 46;startOffset: 30;endOffset: 49;endLine: 46,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKagzLdrJGM29x0m Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/terms/WildcardTerm.java - startLine: 27;startOffset: 13;endOffset: 25;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKbyzLdrJGM29x2f Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 304;startOffset: 18;endOffset: 45;endLine: 304,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKbyzLdrJGM29x2j Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 312;startOffset: 18;endOffset: 45;endLine: 312,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKbyzLdrJGM29x2p Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 526;startOffset: 18;endOffset: 47;endLine: 526,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKbyzLdrJGM29x2t Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 534;startOffset: 18;endOffset: 47;endLine: 534,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKCOzLdrJGM29xix Path: Analisi-1:plc4j/api/src/main/java/org/apache/plc4x/java/api/PlcConnection.java - startLine: 60;startOffset: 19;endOffset: 34;endLine: 60,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKF8zLdrJGM29xkb Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/ScraperConfigurationClassicImplBuilder.java - startLine: 32;startOffset: 13;endOffset: 51;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKGczLdrJGM29xkl Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/ScraperConfigurationClassicImpl.java - startLine: 40;startOffset: 13;endOffset: 44;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKGgzLdrJGM29xkn Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/JobConfigurationClassicImpl.java - startLine: 33;startOffset: 13;endOffset: 40;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKGSzLdrJGM29xkg Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/JobConfigurationClassicImplBuilder.java - startLine: 32;startOffset: 13;endOffset: 47;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKHKzLdrJGM29xlO Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/ScraperTaskImpl.java - startLine: 52;startOffset: 13;endOffset: 28;endLine: 52,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKHQzLdrJGM29xlT Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/ScraperImpl.java - startLine: 49;startOffset: 13;endOffset: 24;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKHUzLdrJGM29xlV Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/ScrapeJobImpl.java - startLine: 34;startOffset: 13;endOffset: 26;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKQ9zLdrJGM29xtM Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/RequireAllTestsFlag.java - startLine: 39;startOffset: 18;endOffset: 37;endLine: 39,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKVWzLdrJGM29xx- Path: Analisi-1:plc4j/transports/test/src/main/java/io/netty/channel/embedded/Plc4xEmbeddedEventLoop.java - startLine: 139;startOffset: 25;endOffset: 33;endLine: 139,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1133:  ""Do not forget to remove this deprecated code someday.""",INFO,10min,Key: AYRYwKVWzLdrJGM29xx7 Path: Analisi-1:plc4j/transports/test/src/main/java/io/netty/channel/embedded/Plc4xEmbeddedEventLoop.java - startLine: 98;startOffset: 16;endOffset: 24;endLine: 98,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYbXt3gwr4kLSu96nONg Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/PooledDriverManager.java - startLine: 57;startOffset: 0;endOffset: 50;endLine: 57,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ0azLdrJGM29xEV Path: Analisi-1:plc4j/drivers/canopen/src/main/java/org/apache/plc4x/java/canopen/api/conversation/canopen/SDOUploadConversation.java - startLine: 117;startOffset: 0;endOffset: 63;endLine: 117,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ1ozLdrJGM29xFU Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 154;startOffset: 0;endOffset: 73;endLine: 154,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ5tzLdrJGM29xJp Path: Analisi-1:plc4j/drivers/simulated/src/main/java/org/apache/plc4x/java/simulated/SimulatedDriver.java - startLine: 50;startOffset: 0;endOffset: 39;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJspzLdrJGM29w-r Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/NettyChannelFactory.java - startLine: 48;startOffset: 0;endOffset: 60;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJsuzLdrJGM29w-z Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/DefaultNettyPlcConnection.java - startLine: 50;startOffset: 0;endOffset: 63;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJt7zLdrJGM29w_V Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcUnsubscriptionRequest.java - startLine: 72;startOffset: 0;endOffset: 26;endLine: 72,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJtczLdrJGM29w_F Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/configuration/ConfigurationFactory.java - startLine: 54;startOffset: 0;endOffset: 31;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJtczLdrJGM29w_G Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/configuration/ConfigurationFactory.java - startLine: 100;startOffset: 0;endOffset: 70;endLine: 100,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJtFzLdrJGM29w_B Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/transaction/RequestTransactionManager.java - startLine: 153;startOffset: 0;endOffset: 56;endLine: 153,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJtuzLdrJGM29w_O Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/PlcSubscriber.java - startLine: 54;startOffset: 0;endOffset: 32;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJtuzLdrJGM29w_P Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/PlcSubscriber.java - startLine: 59;startOffset: 0;endOffset: 28;endLine: 59,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJu1zLdrJGM29xAC Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcUnsubscriptionResponse.java - startLine: 48;startOffset: 0;endOffset: 26;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJuizLdrJGM29w_t Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcDiscoveryRequest.java - startLine: 70;startOffset: 0;endOffset: 26;endLine: 70,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJuOzLdrJGM29w_i Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcBrowseItem.java - startLine: 102;startOffset: 0;endOffset: 51;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJuOzLdrJGM29w_k Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcBrowseItem.java - startLine: 118;startOffset: 0;endOffset: 61;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJv_zLdrJGM29xA2 Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 90;startOffset: 0;endOffset: 26;endLine: 90,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJv_zLdrJGM29xA5 Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 101;startOffset: 0;endOffset: 26;endLine: 101,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJv_zLdrJGM29xA7 Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 176;startOffset: 0;endOffset: 98;endLine: 176,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJvNzLdrJGM29xAT Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcWriteRequest.java - startLine: 79;startOffset: 0;endOffset: 58;endLine: 79,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJwMzLdrJGM29xBF Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/Plc4xProtocolBase.java - startLine: 58;startOffset: 0;endOffset: 23;endLine: 58,Maintenance (Code Smells)
