Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S1118:  ""Add a private constructor to hide the implicit public one.""",MAJOR,5min,Key: AYRYwKS0zLdrJGM29xwS Path: Analisi-1:plc4j/utils/pcap-shared/src/main/java/org/apache/plc4x/java/utils/pcap/netty/config/PcapChannelOption.java - startLine: 24;startOffset: 13;endOffset: 30;endLine: 24,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1119:  ""Refactor the code to remove this label and the need for it.""",MAJOR,30min,Key: AYRYwKSWzLdrJGM29xvz Path: Analisi-1:plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/RawSocketChannel.java - startLine: 122;startOffset: 12;endOffset: 22;endLine: 122,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYRYwKUxzLdrJGM29xxp Path: Analisi-1:plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/HelloWebservice.java - startLine: 58;startOffset: 29;endOffset: 38;endLine: 58,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYRYwKTPzLdrJGM29xwj Path: Analisi-1:plc4j/examples/hello-world-plc4x-write/src/main/java/org/apache/plc4x/java/examples/helloplc4x/write/HelloPlc4xWrite.java - startLine: 38;startOffset: 29;endOffset: 38;endLine: 38,Maintenance (Code Smells)
To-Do,New,Normal,"java:S112:  ""Define and throw a dedicated exception instead of using a generic one.""",MAJOR,20min,Key: AYRYwKT_zLdrJGM29xw8 Path: Analisi-1:plc4j/examples/hello-world-plc4x-subscribe/src/main/java/org/apache/plc4x/java/examples/helloplc4x/subscribe/HelloPlc4xSubscription.java - startLine: 45;startOffset: 29;endOffset: 38;endLine: 45,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt4byr4kLSu96nONx Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/terms/WildcardTerm.java - startLine: 27;startOffset: 13;endOffset: 25;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3vzr4kLSu96nONk Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/Plc4xAbEthProtocol.java - startLine: 50;startOffset: 13;endOffset: 31;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3Inr4kLSu96nONa Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/AbstractPlcConnection.java - startLine: 61;startOffset: 14;endOffset: 35;endLine: 61,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3eHr4kLSu96nONe Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/ScraperImpl.java - startLine: 49;startOffset: 13;endOffset: 24;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1123:  ""Add the missing @Deprecated annotation.""",MAJOR,5min,Key: AYbXt3b6r4kLSu96nONb Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/config/JobConfigurationClassicImplBuilder.java - startLine: 32;startOffset: 13;endOffset: 47;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'io.netty.resolver.AddressResolver'.""",MINOR,2min,Key: AYb1LsGEOz1K75YHZ1f5 Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/discovery/ProfinetPlcDiscoverer.java - startLine: 44;startOffset: 7;endOffset: 40;endLine: 44,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOError'.""",MINOR,2min,Key: AYbXt3sQr4kLSu96nONi Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/base/protocol/ModbusProtocolLogic.java - startLine: 36;startOffset: 7;endOffset: 22;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOException'.""",MINOR,2min,Key: AYbXt3sQr4kLSu96nONj Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/base/protocol/ModbusProtocolLogic.java - startLine: 37;startOffset: 7;endOffset: 26;endLine: 37,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.io.IOException'.""",MINOR,2min,Key: AYbXt4Jjr4kLSu96nONo Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/cbus/protocol/CBusServerAdapter.java - startLine: 28;startOffset: 7;endOffset: 26;endLine: 28,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.sql.SQLClientInfoException'.""",MINOR,2min,Key: AYb1LsJtOz1K75YHZ1f6 Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java - startLine: 45;startOffset: 7;endOffset: 38;endLine: 45,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'java.util.Optional'.""",MINOR,2min,Key: AYb1LsFHOz1K75YHZ1f4 Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java - startLine: 44;startOffset: 7;endOffset: 25;endLine: 44,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt3sQr4kLSu96nONh Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/base/protocol/ModbusProtocolLogic.java - startLine: 21;startOffset: 7;endOffset: 66;endLine: 21,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt4Q2r4kLSu96nONt Path: Analisi-1:plc4j/examples/hello-webservice/src/main/java/org/apache/plc4x/java/examples/hellowebservice/HelloWebservice.java - startLine: 32;startOffset: 7;endOffset: 66;endLine: 32,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt4PCr4kLSu96nONs Path: Analisi-1:plc4j/examples/hello-world-plc4x-subscribe/src/main/java/org/apache/plc4x/java/examples/helloplc4x/subscribe/HelloPlc4xSubscription.java - startLine: 23;startOffset: 7;endOffset: 66;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcConnectionException'.""",MINOR,2min,Key: AYbXt4NZr4kLSu96nONr Path: Analisi-1:plc4j/examples/hello-world-plc4x-write/src/main/java/org/apache/plc4x/java/examples/helloplc4x/write/HelloPlc4xWrite.java - startLine: 23;startOffset: 7;endOffset: 66;endLine: 23,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.exceptions.PlcRuntimeException'.""",MINOR,2min,Key: AYb1LsC3Oz1K75YHZ1f0 Path: Analisi-1:plc4j/drivers/canopen/src/main/java/org/apache/plc4x/java/canopen/protocol/CANOpenProtocolLogic.java - startLine: 22;startOffset: 7;endOffset: 63;endLine: 22,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.api.messages.PlcWriteResponse'.""",MINOR,2min,Key: AYb1LseKOz1K75YHZ1f- Path: Analisi-1:plc4j/integrations/apache-nifi/nifi-plc4x-processors/src/main/java/org/apache/plc4x/nifi/Plc4xSinkProcessor.java - startLine: 35;startOffset: 7;endOffset: 58;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.spi.context.DriverContext'.""",MINOR,2min,Key: AYb1LrhqOz1K75YHZ1fx Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 26;startOffset: 7;endOffset: 54;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.java.spi.generation.ParseException'.""",MINOR,2min,Key: AYbXt3Cnr4kLSu96nONY Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/codegen/fields/FieldReaderVirtual.java - startLine: 22;startOffset: 7;endOffset: 58;endLine: 22,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.apache.plc4x.plugins.codegenerator.language.mspec.model.terms.WildcardTerm'.""",MINOR,2min,Key: AYbXt4d7r4kLSu96nONy Path: Analisi-1:code-generation/language-base-freemarker/src/main/java/org/apache/plc4x/plugins/codegenerator/protocol/freemarker/BaseFreemarkerLanguageTemplateHelper.java - startLine: 26;startOffset: 7;endOffset: 85;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.bouncycastle.cert.CertException'.""",MINOR,2min,Key: AYbXt4Ckr4kLSu96nONn Path: Analisi-1:plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/OPCUAServer.java - startLine: 40;startOffset: 7;endOffset: 42;endLine: 40,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.pcap4j.core.PcapNativeException'.""",MINOR,2min,Key: AYb1LsFHOz1K75YHZ1f1 Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java - startLine: 33;startOffset: 7;endOffset: 42;endLine: 33,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.pcap4j.core.PcapNetworkInterface'.""",MINOR,2min,Key: AYb1LsFHOz1K75YHZ1f2 Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java - startLine: 34;startOffset: 7;endOffset: 43;endLine: 34,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1128:  ""Remove this unused import 'org.pcap4j.core.Pcaps'.""",MINOR,2min,Key: AYb1LsFHOz1K75YHZ1f3 Path: Analisi-1:plc4j/drivers/profinet/src/main/java/org/apache/plc4x/java/profinet/protocol/ProfinetProtocolLogic.java - startLine: 35;startOffset: 7;endOffset: 28;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1LseKOz1K75YHZ1f7 Path: Analisi-1:plc4j/integrations/apache-nifi/nifi-plc4x-processors/src/main/java/org/apache/plc4x/nifi/Plc4xSinkProcessor.java - startLine: 64;startOffset: 0;endOffset: 70;endLine: 64,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1LseKOz1K75YHZ1f9 Path: Analisi-1:plc4j/integrations/apache-nifi/nifi-plc4x-processors/src/main/java/org/apache/plc4x/nifi/Plc4xSinkProcessor.java - startLine: 82;startOffset: 0;endOffset: 103;endLine: 82,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1LrhqOz1K75YHZ1ft Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 88;startOffset: 0;endOffset: 25;endLine: 88,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1LrhqOz1K75YHZ1fu Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 97;startOffset: 0;endOffset: 25;endLine: 97,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1LrhqOz1K75YHZ1fw Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/optimizer/BaseOptimizer.java - startLine: 172;startOffset: 0;endOffset: 97;endLine: 172,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1Lra7Oz1K75YHZ1fr Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/transaction/RequestTransactionManager.java - startLine: 152;startOffset: 0;endOffset: 55;endLine: 152,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYb1Ls39Oz1K75YHZ1gM Path: Analisi-1:plc4j/transports/socketcan/src/main/java/org/apache/plc4x/java/transport/socketcan/netty/SocketCANChannel.java - startLine: 182;startOffset: 0;endOffset: 34;endLine: 182,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYbXt3gwr4kLSu96nONg Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/PooledDriverManager.java - startLine: 57;startOffset: 0;endOffset: 50;endLine: 57,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJuOzLdrJGM29w_k Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcBrowseItem.java - startLine: 118;startOffset: 0;endOffset: 60;endLine: 118,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJuOzLdrJGM29w_i Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcBrowseItem.java - startLine: 102;startOffset: 0;endOffset: 50;endLine: 102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJuizLdrJGM29w_t Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcDiscoveryRequest.java - startLine: 70;startOffset: 0;endOffset: 25;endLine: 70,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJt7zLdrJGM29w_V Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcUnsubscriptionRequest.java - startLine: 72;startOffset: 0;endOffset: 25;endLine: 72,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJu1zLdrJGM29xAC Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/messages/DefaultPlcUnsubscriptionResponse.java - startLine: 48;startOffset: 0;endOffset: 25;endLine: 48,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKPgzLdrJGM29xsI Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/driver/internal/DriverTestsuite.java - startLine: 83;startOffset: 0;endOffset: 39;endLine: 83,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKO1zLdrJGM29xr7 Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/driver/internal/handlers/IncomingPlcBytesHandler.java - startLine: 26;startOffset: 0;endOffset: 25;endLine: 26,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKPHzLdrJGM29xsC Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/driver/internal/utils/Delay.java - startLine: 31;startOffset: 0;endOffset: 32;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKPHzLdrJGM29xsD Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/driver/internal/utils/Delay.java - startLine: 36;startOffset: 0;endOffset: 32;endLine: 36,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKPCzLdrJGM29xsA Path: Analisi-1:plc4j/utils/test-utils/src/main/java/org/apache/plc4x/test/driver/internal/utils/Synchronizer.java - startLine: 27;startOffset: 0;endOffset: 31;endLine: 27,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ0azLdrJGM29xEV Path: Analisi-1:plc4j/drivers/canopen/src/main/java/org/apache/plc4x/java/canopen/api/conversation/canopen/SDOUploadConversation.java - startLine: 117;startOffset: 0;endOffset: 63;endLine: 117,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJyqzLdrJGM29xC8 Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/protocol/KnxNetIpProtocolLogic.java - startLine: 372;startOffset: 0;endOffset: 115;endLine: 372,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKG0zLdrJGM29xk0 Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfiguration.java - startLine: 388;startOffset: 0;endOffset: 94;endLine: 388,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJyqzLdrJGM29xDC Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/protocol/KnxNetIpProtocolLogic.java - startLine: 562;startOffset: 0;endOffset: 67;endLine: 562,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJ1ozLdrJGM29xFU Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 154;startOffset: 0;endOffset: 72;endLine: 154,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJtczLdrJGM29w_G Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/configuration/ConfigurationFactory.java - startLine: 100;startOffset: 0;endOffset: 69;endLine: 100,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJyqzLdrJGM29xCz Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/protocol/KnxNetIpProtocolLogic.java - startLine: 208;startOffset: 0;endOffset: 63;endLine: 208,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJyqzLdrJGM29xC0 Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/protocol/KnxNetIpProtocolLogic.java - startLine: 214;startOffset: 0;endOffset: 51;endLine: 214,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJyqzLdrJGM29xDB Path: Analisi-1:plc4j/drivers/knxnetip/src/main/java/org/apache/plc4x/java/knxnetip/protocol/KnxNetIpProtocolLogic.java - startLine: 527;startOffset: 0;endOffset: 51;endLine: 527,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJsuzLdrJGM29w-z Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/DefaultNettyPlcConnection.java - startLine: 50;startOffset: 0;endOffset: 62;endLine: 50,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwJwMzLdrJGM29xBF Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/Plc4xProtocolBase.java - startLine: 58;startOffset: 0;endOffset: 23;endLine: 58,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKM-zLdrJGM29xqK Path: Analisi-1:plc4j/integrations/apache-nifi/nifi-plc4x-processors/src/main/java/org/apache/plc4x/nifi/BasePlc4xProcessor.java - startLine: 163;startOffset: 0;endOffset: 43;endLine: 163,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKM-zLdrJGM29xqL Path: Analisi-1:plc4j/integrations/apache-nifi/nifi-plc4x-processors/src/main/java/org/apache/plc4x/nifi/BasePlc4xProcessor.java - startLine: 171;startOffset: 0;endOffset: 43;endLine: 171,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKSWzLdrJGM29xv3 Path: Analisi-1:plc4j/utils/raw-sockets/src/main/java/org/apache/plc4x/java/utils/rawsockets/netty/RawSocketChannel.java - startLine: 179;startOffset: 0;endOffset: 66;endLine: 179,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKG0zLdrJGM29xkw Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfiguration.java - startLine: 152;startOffset: 0;endOffset: 56;endLine: 152,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKG0zLdrJGM29xky Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfiguration.java - startLine: 188;startOffset: 0;endOffset: 54;endLine: 188,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKG0zLdrJGM29xk1 Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfiguration.java - startLine: 421;startOffset: 0;endOffset: 91;endLine: 421,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKG0zLdrJGM29xk3 Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfiguration.java - startLine: 593;startOffset: 0;endOffset: 101;endLine: 593,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1135:  ""Complete the task associated to this TODO comment.""",INFO,0min,Key: AYRYwKG0zLdrJGM29xkv Path: Analisi-1:plc4j/tools/scraper/src/main/java/org/apache/plc4x/java/scraper/triggeredscraper/triggerhandler/TriggerConfiguration.java - startLine: 84;startOffset: 0;endOffset: 45;endLine: 84,Maintenance (Code Smells)
