Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2153:  ""Remove the boxing to Long.""",MINOR,5min,Key: AYRYwJ0azLdrJGM29xEU Path: Analisi-1:plc4j/drivers/canopen/src/main/java/org/apache/plc4x/java/canopen/api/conversation/canopen/SDOUploadConversation.java - startLine: 91;startOffset: 59;endOffset: 91;endLine: 91,Reliability (Bugs)
To-Do,New,Normal,"java:S2153:  ""Remove the unboxing of value.""",MINOR,5min,Key: AYRYwJnGzLdrJGM29w8b Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/values/PlcDWORD.java - startLine: 99;startOffset: 21;endOffset: 38;endLine: 99,Reliability (Bugs)
To-Do,New,Normal,"java:S2201:  ""The return value of map must be used.""",MAJOR,10min,Key: AYbXt4Zur4kLSu96nONu Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/definitions/DefaultComplexTypeDefinition.java - startLine: 133;startOffset: 13;endOffset: 16;endLine: 133,Reliability (Bugs)
To-Do,New,Normal,"java:S2201:  ""The return value of map must be used.""",MAJOR,10min,Key: AYbXt4Zur4kLSu96nONv Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/definitions/DefaultComplexTypeDefinition.java - startLine: 143;startOffset: 13;endOffset: 16;endLine: 143,Reliability (Bugs)
To-Do,New,Normal,"java:S2201:  ""The return value of map must be used.""",MAJOR,10min,Key: AYbXt4Zur4kLSu96nONw Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/definitions/DefaultComplexTypeDefinition.java - startLine: 153;startOffset: 13;endOffset: 16;endLine: 153,Reliability (Bugs)
To-Do,New,Normal,"java:S2201:  ""The return value of map must be used.""",MAJOR,10min,Key: AYRYwKY2zLdrJGM29x0E Path: Analisi-1:code-generation/protocol-base-mspec/src/main/java/org/apache/plc4x/plugins/codegenerator/language/mspec/model/definitions/DefaultComplexTypeDefinition.java - startLine: 56;startOffset: 13;endOffset: 16;endLine: 56,Reliability (Bugs)
To-Do,New,Normal,"java:S2222:  ""Unlock this lock along all executions paths of this method.""",CRITICAL,20min,Key: AYebDvKlpWSi3EnGk_wE Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 376;startOffset: 39;endOffset: 55;endLine: 376,Reliability (Bugs)
To-Do,New,Normal,"java:S2222:  ""Unlock this lock along all executions paths of this method.""",CRITICAL,20min,Key: AYebDvKlpWSi3EnGk_wD Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 413;startOffset: 39;endOffset: 55;endLine: 413,Reliability (Bugs)
To-Do,New,Normal,"java:S2259:  ""A NullPointerException could be thrown; connection is nullable here.""",MAJOR,10min,Key: AYebDv8UpWSi3EnGk_wh Path: Analisi-1:plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/backend/Plc4xCommunication.java - startLine: 168;startOffset: 45;endOffset: 74;endLine: 168,Reliability (Bugs)
To-Do,New,Normal,"java:S2259:  ""A NullPointerException could be thrown; connection is nullable here.""",MAJOR,10min,Key: AYRYwKN7zLdrJGM29xq5 Path: Analisi-1:plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/backend/Plc4xCommunication.java - startLine: 244;startOffset: 13;endOffset: 35;endLine: 244,Reliability (Bugs)
To-Do,New,Normal,"java:S2259:  ""A NullPointerException could be thrown; proposedTpduSize is nullable here.""",MAJOR,10min,Key: AYebDvhxpWSi3EnGk_wI Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/s7/protocol/S7Step7ServerAdapter.java - startLine: 86;startOffset: 32;endOffset: 63;endLine: 86,Reliability (Bugs)
To-Do,New,Normal,"java:S2259:  ""A NullPointerException could be thrown; tag is nullable here.""",MAJOR,10min,Key: AYRYwKK9zLdrJGM29xoJ Path: Analisi-1:plc4j/integrations/apache-camel/src/main/java/org/apache/plc4x/camel/TagData.java - startLine: 112;startOffset: 28;endOffset: 51;endLine: 112,Reliability (Bugs)
To-Do,New,Normal,"java:S2259:  ""A NullPointerException could be thrown; tag is nullable here.""",MAJOR,10min,Key: AYRYwKK9zLdrJGM29xoI Path: Analisi-1:plc4j/integrations/apache-camel/src/main/java/org/apache/plc4x/camel/TagData.java - startLine: 115;startOffset: 13;endOffset: 38;endLine: 115,Reliability (Bugs)
To-Do,New,Normal,"java:S2259:  ""NullPointerException will be thrown when invoking method response2Event().""",MAJOR,10min,Key: AYRYwKTnzLdrJGM29xwv Path: Analisi-1:plc4j/examples/poll-loop/src/main/java/org/apache/plc4x/java/examples/pollloop/PollLoop.java - startLine: 121;startOffset: 33;endOffset: 47;endLine: 121,Reliability (Bugs)
To-Do,New,Normal,"java:S2583:  ""Change this condition so that it does not always evaluate to false""",MAJOR,15min,Key: AYb1LsiOOz1K75YHZ1gA Path: Analisi-1:plc4j/integrations/opcua-server/src/main/java/org/apache/plc4x/java/opcuaserver/backend/Plc4xCommunication.java - startLine: 180;startOffset: 16;endOffset: 34;endLine: 180,Reliability (Bugs)
To-Do,New,Normal,"java:S2674:  ""Check the return value of the skip call to see how many bytes were read.""",MINOR,15min,Key: AYRYwJxTzLdrJGM29xB0 Path: Analisi-1:plc4j/drivers/modbus/src/main/java/org/apache/plc4x/java/modbus/tcp/discovery/ModbusPlcDiscoverer.java - startLine: 130;startOffset: 40;endOffset: 44;endLine: 130,Reliability (Bugs)
To-Do,New,Normal,"java:S3077:  ""Use a thread-safe type; adding volatile is not enough to make this field thread-safe.""",MINOR,20min,Key: AYRYwKI4zLdrJGM29xm0 Path: Analisi-1:plc4j/tools/connection-cache/src/main/java/org/apache/plc4x/java/utils/connectionpool2/CachedPlcConnection.java - startLine: 57;startOffset: 12;endOffset: 34;endLine: 57,Reliability (Bugs)
To-Do,New,Normal,"java:S3655:  ""Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.""",MAJOR,10min,Key: AYTizP_4rw1gdFIeCCi0 Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 614;startOffset: 43;endOffset: 85;endLine: 614,Reliability (Bugs)
To-Do,New,Normal,"java:S3655:  ""Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.""",MAJOR,10min,Key: AYTizP_4rw1gdFIeCCiz Path: Analisi-1:plc4j/drivers/ads/src/main/java/org/apache/plc4x/java/ads/protocol/AdsProtocolLogic.java - startLine: 917;startOffset: 45;endOffset: 87;endLine: 917,Reliability (Bugs)
To-Do,New,Normal,"java:S3655:  ""Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.""",MAJOR,10min,Key: AYRYwKbyzLdrJGM29x2T Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 985;startOffset: 28;endOffset: 53;endLine: 985,Reliability (Bugs)
To-Do,New,Normal,"java:S3655:  ""Call Optional#isPresent() or !Optional#isEmpty() before accessing the value.""",MAJOR,10min,Key: AYRYwKbyzLdrJGM29x2U Path: Analisi-1:code-generation/language-java/src/main/java/org/apache/plc4x/language/java/JavaLanguageTemplateHelper.java - startLine: 1061;startOffset: 28;endOffset: 53;endLine: 1061,Reliability (Bugs)
To-Do,New,Normal,"java:S3958:  ""Refactor the code so this stream pipeline is used.""",MAJOR,10min,Key: AYRYwJsuzLdrJGM29w-w Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/DefaultNettyPlcConnection.java - startLine: 205;startOffset: 73;endOffset: 141;endLine: 205,Reliability (Bugs)
To-Do,New,Normal,"java:S5845:  ""Change the assertion arguments to not compare a primitive value with null.""",CRITICAL,5min,Key: AYRYwKHmzLdrJGM29xlm Path: Analisi-1:plc4j/tools/opm/src/test/java/org/apache/plc4x/java/opm/PlcEntityManagerComplexTest.java - startLine: 184;startOffset: 22;endOffset: 44;endLine: 184,Reliability (Bugs)
To-Do,New,Normal,"java:S5998:  ""Refactor this repetition that can lead to a stack overflow for large inputs.""",MAJOR,20min,Key: AYRYwJo3zLdrJGM29w9Z Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/utils/ascii/AsciiBox.java - startLine: 31;startOffset: 93;endOffset: 107;endLine: 31,Reliability (Bugs)
To-Do,New,Normal,"javabugs:S2190:  ""Add a way to break out of this recursive method.""",BLOCKER,30min,Key: AYcY5dy44qaWvu8CHD3C Path: Analisi-1:plc4j/spi/src/main/java/org/apache/plc4x/java/spi/connection/GeneratedDriverBase.java - startLine: 89;startOffset: 15;endOffset: 35;endLine: 89,Reliability (Bugs)
To-Do,New,Normal,"javabugs:S6320:  ""Fix this illegal type cast.""",CRITICAL,15min,Key: AYebDvhxpWSi3EnGk_wJ Path: Analisi-1:plc4j/utils/plc-simulator/src/main/java/org/apache/plc4x/simulator/server/s7/protocol/S7Step7ServerAdapter.java - startLine: 312;startOffset: 50;endOffset: 83;endLine: 312,Reliability (Bugs)
To-Do,New,Normal,"javabugs:S6320:  ""Fix this illegal type cast.""",CRITICAL,15min,Key: AYRYwJ1ozLdrJGM29xFV Path: Analisi-1:plc4j/drivers/ab-eth/src/main/java/org/apache/plc4x/java/abeth/protocol/AbEthProtocolLogic.java - startLine: 93;startOffset: 32;endOffset: 46;endLine: 93,Reliability (Bugs)
